ts,model,norm,dataset,crop_min,crop_max,noise,shift,mixup,cv_roc_auc_mean,cv_pr_auc_mean,test_roc_auc,test_pr_auc,test_recall_pos,test_f1_pos
20251202-113847,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.82,0.8325952380952379,0.875,0.9067956349206348,0.875,0.875
20251202-113847,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.75,0.8130555555555556,,,,
20251202-113847,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.796,0.8440793650793651,,,,
20251202-113847,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.7260000000000001,0.7806269841269842,,,,
20251202-113851,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.784,0.8081507936507937,,,,
20251202-113851,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.752,0.8301904761904761,,,,
20251202-113851,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.804,0.8452380952380952,0.625,0.8123397435897436,0.625,0.6666666666666666
20251202-113851,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.734,0.8147142857142857,,,,
20251202-113856,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.784,0.8187063492063492,,,,
20251202-113856,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.77,0.8329047619047618,,,,
20251202-113856,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113856,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.754,0.7796746031746031,,,,
20251202-113900,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.776,0.8021507936507936,,,,
20251202-113900,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.7779999999999999,0.8342539682539682,,,,
20251202-113900,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.8099999999999999,0.8505714285714285,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-113900,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.752,0.7863412698412698,,,,
20251202-113906,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.786,0.8154841269841269,,,,
20251202-113906,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.756,0.8342380952380951,,,,
20251202-113906,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.834,0.8577936507936508,0.65,0.8373397435897436,0.625,0.625
20251202-113906,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.754,0.7830079365079364,,,,
20251202-113911,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.796,0.821595238095238,,,,
20251202-113911,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.75,0.8253492063492063,,,,
20251202-113911,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.798,0.8444603174603174,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-113911,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.778,0.8411507936507936,,,,
20251202-113918,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.786,0.8049285714285714,,,,
20251202-113918,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.758,0.8117936507936507,,,,
20251202-113918,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.8140000000000001,0.8495396825396826,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-113918,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.728,0.7728492063492063,,,,
20251202-113922,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.8099999999999999,0.8290238095238095,0.925,0.9526289682539684,1.0,0.9411764705882352
20251202-113922,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.7859999999999999,0.8457936507936508,,,,
20251202-113922,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.808,0.8441269841269842,,,,
20251202-113922,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.786,0.8418809523809523,,,,
20251202-113927,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.784,0.817468253968254,,,,
20251202-113927,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.782,0.8500158730158731,,,,
20251202-113927,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.79,0.8281269841269842,0.6749999999999999,0.8477564102564104,0.625,0.6666666666666666
20251202-113927,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.7540000000000001,0.8011031746031746,,,,
20251202-113931,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.768,0.7993730158730158,,,,
20251202-113931,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.746,0.8019999999999999,,,,
20251202-113931,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.792,0.846111111111111,,,,
20251202-113931,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.806,0.867968253968254,0.7,0.8685897435897436,0.75,0.75
20251202-113936,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.794,0.8214841269841269,,,,
20251202-113936,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.782,0.8475555555555555,,,,
20251202-113936,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.826,0.8555714285714286,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113936,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.756,0.8228809523809524,,,,
20251202-113940,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.8019999999999999,0.8262460317460316,0.875,0.9067956349206348,0.875,0.875
20251202-113940,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.78,0.85,,,,
20251202-113940,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.78,0.817531746031746,,,,
20251202-113940,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.8,0.8657936507936508,,,,
20251202-113944,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.796,0.8084999999999999,,,,
20251202-113944,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.8019999999999999,0.8534603174603175,,,,
20251202-113944,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.826,0.855015873015873,0.55,0.676923076923077,0.625,0.6666666666666666
20251202-113944,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.8,0.8592460317460316,,,,
20251202-113949,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.8240000000000001,0.8392936507936508,0.875,0.9067956349206348,0.875,0.875
20251202-113949,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.808,0.8696825396825396,,,,
20251202-113949,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.818,0.8508095238095239,,,,
20251202-113949,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.712,0.7464682539682539,,,,
20251202-113954,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.786,0.8081507936507937,,,,
20251202-113954,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.766,0.8329047619047618,,,,
20251202-113954,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113954,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.754,0.8021349206349206,,,,
20251202-113957,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.768,0.8031507936507936,,,,
20251202-113957,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.782,0.8436666666666668,,,,
20251202-113957,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.79,0.8319047619047619,0.675,0.8581730769230769,0.625,0.625
20251202-113957,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.77,0.8109126984126984,,,,
20251202-114002,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.804,0.8238174603174603,,,,
20251202-114002,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.808,0.8644603174603175,,,,
20251202-114002,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.834,0.8500555555555556,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114002,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.788,0.850611111111111,,,,
20251202-114011,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.8099999999999999,0.8290238095238095,,,,
20251202-114011,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.78,0.8475714285714286,,,,
20251202-114011,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.8160000000000001,0.8340555555555556,0.625,0.8123397435897436,0.625,0.6666666666666666
20251202-114011,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.752,0.8151666666666667,,,,
20251202-114019,logreg,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.0,0.796,0.8190555555555555,,,,
20251202-114019,rf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.0,0.776,0.8364761904761904,,,,
20251202-114019,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114019,xgb,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.0,0.734,0.774079365079365,,,,
20251202-114023,logreg,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.2,0.796,0.8084999999999999,,,,
20251202-114023,rf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.2,0.79,0.8542380952380952,,,,
20251202-114023,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.2,0.826,0.8581111111111112,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-114023,xgb,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.2,0.798,0.8631904761904762,,,,
20251202-114027,logreg,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.784,0.8115238095238094,,,,
20251202-114027,rf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.79,0.851126984126984,,,,
20251202-114027,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.808,0.8376984126984126,,,,
20251202-114027,xgb,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.818,0.8756507936507937,0.725,0.8364448051948052,0.75,0.75
20251202-114032,logreg,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.6,0.76,0.8076269841269841,,,,
20251202-114032,rf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.6,0.798,0.8647777777777778,,,,
20251202-114032,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.6,0.808,0.8330714285714287,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114032,xgb,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.6,0.79,0.8567460317460316,,,,
20251202-114038,logreg,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.0,0.768,0.7993730158730158,,,,
20251202-114038,rf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.0,0.754,0.8082222222222223,,,,
20251202-114038,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.0,0.8140000000000001,0.8514444444444444,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-114038,xgb,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.0,0.734,0.8115714285714286,,,,
20251202-114042,logreg,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.2,0.776,0.8021507936507936,,,,
20251202-114042,rf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.2,0.8039999999999999,0.8664444444444446,,,,
20251202-114042,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.2,0.8220000000000001,0.8543015873015873,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114042,xgb,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.2,0.76,0.8114682539682541,,,,
20251202-114047,logreg,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.4,0.792,0.8202460317460318,,,,
20251202-114047,rf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.4,0.75,0.8123492063492064,,,,
20251202-114047,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.4,0.8099999999999999,0.8485873015873017,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114047,xgb,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.4,0.756,0.8114206349206349,,,,
20251202-114054,logreg,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.6,0.786,0.8049285714285714,,,,
20251202-114054,rf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.6,0.79,0.8353333333333334,,,,
20251202-114054,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.6,0.836,0.8584285714285714,0.5750000000000001,0.7727564102564103,0.625,0.625
20251202-114054,xgb,snv,covid_saliva,900.0,1800.0,0.01,4.0,0.6,0.744,0.809436507936508,,,,
20251202-114058,logreg,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.0,0.794,0.8214841269841269,,,,
20251202-114058,rf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.0,0.8,0.8494603174603175,,,,
20251202-114058,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.0,0.8160000000000001,0.852,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114058,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.0,0.736,0.7716904761904761,,,,
20251202-114102,logreg,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.2,0.8099999999999999,0.8362460317460316,0.875,0.9067956349206348,0.875,0.875
20251202-114102,rf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.2,0.76,0.8281666666666666,,,,
20251202-114102,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.2,0.788,0.8370000000000001,,,,
20251202-114102,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.2,0.7460000000000001,0.8144047619047619,,,,
20251202-114106,logreg,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.794,0.8214841269841269,,,,
20251202-114106,rf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.782,0.8500317460317459,,,,
20251202-114106,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.818,0.8475714285714286,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114106,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.768,0.8343968253968252,,,,
20251202-114112,logreg,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.798,0.8418333333333333,,,,
20251202-114112,rf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.774,0.8618571428571429,,,,
20251202-114112,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.8140000000000001,0.8442222222222222,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114112,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.782,0.8476031746031746,,,,
20251202-114117,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.784,0.8187063492063492,,,,
20251202-114117,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.774,0.8351269841269842,,,,
20251202-114117,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.836,0.8603333333333334,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-114117,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.8099999999999999,0.8642063492063492,,,,
20251202-114123,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.784,0.8081507936507937,,,,
20251202-114123,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.746,0.812015873015873,,,,
20251202-114123,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.8019999999999999,0.838015873015873,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-114123,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.742,0.8187936507936507,,,,
20251202-114127,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.776,0.8079841269841269,,,,
20251202-114127,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.768,0.8231428571428572,,,,
20251202-114127,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.836,0.8624603174603175,0.625,0.7915064102564103,0.625,0.6666666666666666
20251202-114127,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.8160000000000001,0.882079365079365,,,,
20251202-114132,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.794,0.8129126984126984,,,,
20251202-114132,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.74,0.8062380952380952,,,,
20251202-114132,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.8539999999999999,0.877,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114132,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.754,0.7796746031746032,,,,
20251202-114136,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.776,0.8127063492063492,,,,
20251202-114136,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.774,0.8453333333333333,,,,
20251202-114136,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.834,0.8577936507936508,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114136,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.756,0.8239126984126983,,,,
20251202-114141,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.794,0.8182619047619047,,,,
20251202-114141,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.7350000000000001,0.8001269841269842,,,,
20251202-114141,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.836,0.8681111111111111,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-114141,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.752,0.7872460317460318,,,,
20251202-114145,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.8039999999999999,0.8145,,,,
20251202-114145,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.806,0.867,,,,
20251202-114145,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.842,0.8625555555555555,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-114145,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.8160000000000001,0.8738888888888889,,,,
20251202-114150,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.794,0.8214841269841269,,,,
20251202-114150,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.78,0.8547936507936509,,,,
20251202-114150,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.8140000000000001,0.8442222222222222,0.5750000000000001,0.7727564102564103,0.625,0.625
20251202-114150,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.768,0.8212301587301587,,,,
20251202-114156,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.768,0.7993730158730158,,,,
20251202-114156,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.764,0.8252936507936507,,,,
20251202-114156,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.806,0.8486666666666667,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114156,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.734,0.7876587301587301,,,,
20251202-114200,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.768,0.7981507936507937,,,,
20251202-114200,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.752,0.828,,,,
20251202-114200,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.7939999999999999,0.8343174603174603,0.6000000000000001,0.7810897435897436,0.625,0.6666666666666666
20251202-114200,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.792,0.8607460317460317,,,,
20251202-114205,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.796,0.8299285714285715,,,,
20251202-114205,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.772,0.8456825396825398,,,,
20251202-114205,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.8220000000000001,0.8620793650793651,,,,
20251202-114205,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.8240000000000001,0.8769841269841269,0.7999999999999999,0.8918650793650793,0.75,0.75
20251202-114210,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.776,0.8053730158730158,,,,
20251202-114210,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.766,0.8243333333333333,,,,
20251202-114210,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.798,0.849,0.65,0.8189685314685314,0.625,0.625
20251202-114210,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.76,0.8435238095238095,,,,
20251202-115859,logreg,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.776,0.8021507936507936,,,,
20251202-115859,rf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.774,0.8376666666666667,,,,
20251202-115859,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.8160000000000001,0.8597777777777778,0.6000000000000001,0.7810897435897436,0.625,0.6666666666666666
20251202-115859,xgb,snv,covid_saliva,900.0,1800.0,0.01,2.0,0.4,0.776,0.8447460317460317,,,,
20251202-090410,logreg,snv,,900.0,1800.0,0.01,2.0,0.4,0.766,0.8052063492063493,,,,
20251202-090410,rf,snv,,900.0,1800.0,0.01,2.0,0.4,0.772,0.8502380952380951,,,,
20251202-090410,svm_rbf,snv,,900.0,1800.0,0.01,2.0,0.4,0.8019999999999999,0.8432539682539681,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-090410,xgb,snv,,900.0,1800.0,0.01,2.0,0.4,0.742,0.8297142857142857,,,,
